1456765548.2,127.0,127.0,94144.0,87760.0,
1456765548.26,127.0,127.0,94144.0,87760.0,
1456765548.32,127.0,127.0,94144.0,87760.0,
1456765548.38,127.0,127.0,94144.0,87760.0,
1456765548.44,127.0,127.0,94144.0,87760.0,
1456765548.5,127.0,127.0,94144.0,87760.0,
1456765548.56,127.0,127.0,94144.0,87760.0,
1456765548.62,127.0,127.0,94144.0,87760.0,
1456765548.68,127.0,127.0,94144.0,87760.0,
1456765548.74,127.0,127.0,94144.0,87760.0,
1456765548.8,127.0,127.0,94144.0,87760.0,
1456765548.86,127.0,127.0,94144.0,87760.0,
1456765548.92,127.0,127.0,94144.0,87760.0,
1456765548.98,127.0,127.0,94144.0,87760.0,
1456765549.04,127.0,127.0,94144.0,87760.0,
1456765549.1,127.0,127.0,94144.0,87760.0,
1456765549.16,127.0,127.0,94144.0,87760.0,
1456765549.22,127.0,127.0,94144.0,87760.0,
1456765549.28,127.0,127.0,94144.0,87760.0,
1456765549.34,127.0,127.0,94144.0,87760.0,
1456765549.4,127.0,127.0,94144.0,87760.0,
1456765549.46,127.0,127.0,94144.0,87760.0,
1456765549.52,127.0,127.0,94144.0,87760.0,
1456765549.58,127.0,127.0,94144.0,87760.0,
1456765549.64,127.0,127.0,94144.0,87760.0,
1456765549.7,127.0,127.0,94144.0,87760.0,
1456765549.76,127.0,127.0,94144.0,87760.0,
1456765549.82,127.0,127.0,94144.0,87760.0,
1456765549.88,127.0,127.0,94144.0,87760.0,
1456765549.94,127.0,127.0,94144.0,87760.0,
1456765550.0,127.0,127.0,94144.0,87760.0,
1456765550.06,127.0,127.0,94144.0,87760.0,
1456765550.12,127.0,127.0,94144.0,87760.0,
1456765550.18,127.0,127.0,94144.0,87760.0,
1456765550.24,127.0,127.0,94144.0,87760.0,
1456765550.3,127.0,127.0,94144.0,87760.0,
1456765550.36,127.0,127.0,94144.0,87760.0,
1456765550.42,127.0,127.0,94144.0,87760.0,
1456765550.48,127.0,127.0,94144.0,87760.0,
1456765550.54,127.0,127.0,94144.0,87760.0,
1456765550.6,127.0,127.0,94144.0,87760.0,
1456765550.66,127.0,127.0,94144.0,87760.0,
1456765550.72,127.0,127.0,94144.0,87760.0,
1456765550.78,127.0,127.0,94144.0,87760.0,
1456765550.84,127.0,127.0,94144.0,87760.0,
1456765550.9,127.0,127.0,94144.0,87760.0,
1456765550.96,127.0,127.0,94144.0,87760.0,
1456765551.02,127.0,127.0,94144.0,87760.0,
1456765551.08,127.0,127.0,94144.0,87760.0,
1456765551.14,127.0,127.0,94144.0,87760.0,
1456765551.2,127.0,127.0,94144.0,87760.0,
1456765551.26,127.0,127.0,94144.0,87760.0,
1456765551.32,127.0,127.0,94144.0,87760.0,
1456765551.38,127.0,127.0,94144.0,87760.0,
1456765551.44,127.0,127.0,94144.0,87760.0,
1456765551.5,127.0,127.0,94144.0,87760.0,
1456765551.56,127.0,127.0,94144.0,87760.0,
1456765551.62,127.0,127.0,94144.0,87760.0,
1456765551.68,127.0,127.0,94144.0,87760.0,
1456765551.74,127.0,127.0,94144.0,87760.0,
1456765551.8,127.0,127.0,94144.0,87760.0,
1456765551.86,127.0,127.0,94144.0,87760.0,
1456765551.92,127.0,127.0,94144.0,87760.0,
1456765551.98,127.0,127.0,94144.0,87760.0,
1456765552.04,127.0,127.0,94144.0,87760.0,
1456765552.1,127.0,127.0,94144.0,87760.0,
1456765552.16,127.0,127.0,94144.0,87760.0,
1456765552.22,127.0,127.0,94144.0,87760.0,
