,time,fwd,trn,oL,oR
1456764812,37.01999998,167,126.8941681,533,548
1456764812,37.07999992,167,126.8908826,534,549
1456764812,37.13999987,167,126.8891621,534,549
1456764812,37.20000005,167,126.8873865,536,551
1456764812,37.25999999,167,126.885553,537,552
1456764812,37.31999993,167,126.885553,538,553
1456764812,37.37999988,167,126.8817011,539,554
1456764812,37.44000006,167,126.8796762,540,555
1456764812,37.5,167,126.8775808,541,556
1456764813,37.55999994,167,126.8754111,542,557
1456764813,37.61999989,167,126.8731631,543,558
1456764813,37.68000007,167,126.8708325,544,559
1456764813,37.74000001,167,126.8684147,545,560
1456764813,37.79999995,167,126.8659046,546,561
1456764813,37.8599999,167,126.8659046,547,562
1456764813,37.92000008,167,126.8605857,548,563
1456764813,37.98000002,167,126.8577649,548,563
1456764813,38.03999996,167,126.8577649,550,565
1456764813,38.0999999,167,126.8517662,551,566
1456764813,38.16000009,167,126.8485731,552,567
1456764813,38.22000003,167,126.8452394,553,568
1456764813,38.27999997,167,126.8417555,554,569
1456764813,38.33999991,167,126.8381112,555,570
1456764813,38.4000001,167,126.8342951,556,571
1456764813,38.46000004,167,126.8302948,557,572
1456764814,38.51999998,167,126.8260965,558,573
1456764814,38.57999992,167,126.8234684,559,574
1456764814,38.63999987,167,126.8243626,560,575
1456764814,38.70000005,167,126.8234261,561,576
1456764814,38.75999999,167,126.8243683,561,576
1456764814,38.81999993,167,126.8233791,563,578
1456764814,38.88999987,167,126.8243746,564,579
1456764814,38.94000006,167,126.8233265,565,580
1456764814,39,167,126.8243818,566,581
1456764814,39.06999993,167,126.8232671,567,582
1456764814,39.12999988,167,126.8243898,568,583
1456764814,39.18000007,167,126.8231997,569,584
1456764814,39.24000001,167,126.824399,570,585
1456764814,39.30999994,167,126.8231224,571,586
1456764814,39.36999989,167,126.8244096,572,587
1456764814,39.42000008,167,126.823033,573,588
1456764814,39.48000002,167,126.824422,574,589
1456764815,39.54999995,167,126.824422,575,590
1456764815,39.6099999,167,126.8244366,576,591
1456764815,39.66000009,167,126.8228042,577,592
1456764815,39.72000003,167,126.824454,578,593
1456764815,39.78999996,167,126.8226544,579,594
1456764815,39.8499999,167,126.8226544,580,595
1456764815,39.9000001,167,126.8224703,581,596
1456764815,39.96000004,167,126.8245017,582,597
1456764815,40.02999997,167,126.8222385,583,598
1456764815,40.08999991,167,126.8222385,584,599
1456764815,40.13999987,167,126.8219377,585,600
1456764815,40.20000005,166.1945804,126.8245804,586,601
1456764815,40.25999999,163.6515317,126.8215317,587,602
1456764815,40.32999992,159.8446426,126.8246426,588,603
1456764815,40.38999987,157.3009536,126.8209536,589,604
1456764815,40.44000006,153.4947348,126.8247348,590,605
1456764815,40.5,127,167,591,605
1456764816,40.56999993,127,167,592,605
1456764816,40.62999988,127,167,593,605
1456764816,40.68000007,127,167,594,605
1456764816,40.74000001,127,167,595,605
1456764816,40.80999994,127,167,596,605
1456764816,40.86999989,127,167,597,605
1456764816,40.92000008,127,167,598,605
1456764816,40.98000002,127,167,599,605
1456764816,41.04999995,127,167,600,605
1456764816,41.1099999,127,167,600,605
1456764816,41.16000009,127,167,602,605
1456764816,41.22000003,127,167,603,605
1456764816,41.28999996,128.7940597,167,604,605
1456764816,41.3499999,131.1394561,167,605,605
1456764816,41.4000001,133.4851992,167,606,605
1456764816,41.46000004,135.8314852,167,607,605
1456764817,41.52999997,138.1785108,167,608,605
1456764817,41.58999991,140.5264725,167,609,605
1456764817,41.63999987,140.5264725,167,610,605
1456764817,41.70000005,145.2259905,167,611,605
1456764817,41.75999999,147.5779405,167,612,605
1456764817,41.82999992,149.9316136,167,613,605
1456764817,41.88999987,152.2872068,167,614,605
1456764817,41.95000005,154.6449175,167,615,605
1456764817,42.00999999,157.0049428,167,615,605
1456764817,42.06999993,159.3674802,167,617,605
1456764817,42.12999988,161.7327272,167,618,605
1456764817,42.19000006,161.7327272,167,619,605
1456764817,42.25,166.4721407,167,620,605
1456764817,42.30999994,167,167,621,605
1456764817,42.36999989,167,167,622,605
1456764817,42.43000007,167,167,623,605
1456764817,42.49000001,167,167,624,605
1456764818,42.54999995,167,167,625,605
1456764818,42.6099999,167,167,626,605
1456764818,42.67000008,167,167,627,605
1456764818,42.73000002,167,167,627,605
1456764818,42.78999996,167,167,629,605
1456764818,42.8499999,167,167,630,605
1456764818,42.91000009,167,167,631,605
1456764818,42.97000003,167,167,632,605
1456764818,43.02999997,167,167,633,605
1456764818,43.08999991,167,167,634,605
1456764818,43.1500001,167,167,635,605
1456764818,43.21000004,167,167,636,605
1456764818,43.26999998,167,167,637,605
1456764818,43.32999992,167,167,638,605
1456764818,43.38999987,167,167,639,605
1456764818,43.45000005,167,166.1471457,640,605
1456764818,43.50999999,167,163.6653739,641,605
1456764819,43.56999993,167,161.1762469,642,605
1456764819,43.62999988,167,158.6795874,643,605
1456764819,43.69000006,167,156.1752207,644,605
1456764819,43.75,167,153.6629756,645,605
1456764819,43.80999994,167,151.1426844,646,605
1456764819,43.86999989,167,148.6141833,647,605
1456764819,43.93000007,167,146.0773128,648,605
1456764819,43.99000001,167,143.5319178,649,605
1456764819,44.04999995,167,140.9778485,650,605
1456764819,44.1099999,167,138.4149604,651,605
1456764819,44.17000008,167,135.8431146,652,605
1456764819,44.23000002,167,133.2621788,653,605
1456764819,44.28999996,167,130.6720271,654,605
1456764819,44.3499999,167,130.6720271,655,605
1456764819,44.41000009,167,125.4636094,656,605
1456764819,44.47000003,167,122.8451297,656,605
1456764820,44.52999997,167,122.8451297,658,605
1456764820,44.58999991,167,117.5791586,659,605
1456764820,44.6500001,167,114.9315072,660,605
1456764820,44.71000004,167,112.2739885,660,605
1456764820,44.76999998,167,109.6065485,662,605
1456764820,44.82999992,167,106.9291444,663,605
1456764820,44.88999987,167,104.2417456,664,605
1456764820,44.95000005,167,101.5443336,665,605
1456764820,45.00999999,167,98.83690331,666,605
1456764820,45.06999993,167,98.83690331,667,605
1456764820,45.12999988,167,93.39203489,668,606
1456764820,45.19000006,167,93.14165542,669,607
1456764820,45.25,167,92.88774278,670,608
1456764820,45.30999994,167,92.63022677,671,609
1456764820,45.36999989,167,92.63022677,671,610
1456764820,45.43000007,167,94.84980239,671,611
1456764820,45.49000001,167,97.33912917,671,612
1456764821,45.54999995,167,99.83721792,671,613
1456764821,45.6099999,167,99.83721792,671,614
1456764821,45.67000008,167,104.8604739,671,615
1456764821,45.73000002,167,107.3860283,671,616
1456764821,45.78999996,167,107.3860283,671,617
1456764821,45.8499999,167,112.4659263,671,618
1456764821,45.91000009,167,115.0206298,671,619
1456764821,45.97000003,167,117.5854004,671,619
1456764821,46.02999997,167,120.1604035,671,621
1456764821,46.08999991,167,122.7457978,671,622
1456764821,46.1500001,167,125.3417344,671,623
1456764821,46.21000004,167,127.9483565,671,624
1456764821,46.26999998,167,130.5657989,671,625
1456764821,46.32999992,167,133.1941869,671,626
1456764821,46.38999987,167,133.1941869,671,627
1456764821,46.45000005,167,138.4842511,671,628
1456764821,46.50999999,167,141.1461257,671,629
1456764822,46.56999993,167,141.1461257,671,630
1456764822,46.62999988,167,146.5039672,672,631
1456764822,46.69000006,167,146.6698577,673,632
1456764822,46.75,167,146.8385369,673,632
1456764822,46.80999994,167,147.0100744,675,634
1456764822,46.86999989,167,147.1845418,676,635
1456764822,46.93000007,167,147.3620133,677,636
1456764822,46.99000001,167,147.5425652,678,637
1456764822,47.04999995,167,147.7262766,679,638
1456764822,47.1099999,167,147.7262766,680,638
1456764822,47.17000008,167,145.3940757,681,638
1456764822,47.23000002,167,142.8640299,682,638
1456764822,47.28999996,167,142.8640299,683,638
1456764822,47.3499999,167,137.7703784,684,638
1456764822,47.41000009,167,135.2063442,685,638
1456764822,47.47000003,167,132.6305624,686,638
1456764823,47.52999997,167,130.0428351,687,638
1456764823,47.58999991,167,127.4429721,688,638
1456764823,47.6500001,167,124.8307922,689,638
1456764823,47.71000004,167,122.2061231,690,638
1456764823,47.76999998,167,119.5688031,691,638
1456764823,47.82999992,167,116.9186813,692,638
1456764823,47.88999987,167,114.2556191,693,639
1456764823,47.95000005,167,114.1314606,694,640
1456764823,48.00999999,167,114.0048802,695,641
1456764823,48.06999993,167,113.875807,696,642
1456764823,48.12999988,167,113.875807,697,643
1456764823,48.19000006,167,113.6098845,698,644
1456764823,48.25,167,113.4728789,699,645
1456764823,48.30999994,167,113.4728789,700,646
1456764823,48.36999989,167,113.1903648,701,647
1456764823,48.43000007,167,113.0446803,702,648
1456764823,48.49000001,167,112.8959208,703,649
1456764824,48.54999995,167,112.743989,704,650
1456764824,48.6099999,167,112.5887833,704,651
1456764824,48.67000008,167,115.1250767,704,652
1456764824,48.73000002,167,117.6748556,705,653
1456764824,48.78999996,167,117.5707726,705,654
1456764824,48.8499999,167,117.5707726,705,655
1456764824,48.91000009,167,122.7098855,705,656
1456764824,48.97000003,167,125.300991,705,657
1456764824,49.02999997,167,127.9068189,705,658
1456764824,49.08999991,167,130.5276257,705,659
1456764824,49.1500001,167,133.1636575,706,660
1456764824,49.21000004,167,133.2357592,707,661
1456764824,49.26999998,167,133.3095642,708,662
1456764824,49.32999992,167,133.3851335,709,663
1456764824,49.38999987,167,133.3851335,710,664
1456764824,49.45000005,167,133.5418238,711,665
1456764824,49.50999999,167,133.6230821,712,666
1456764825,49.56999993,167,133.7063798,713,667
1456764825,49.62999988,167,133.7917944,714,668
1456764825,49.69000006,167,133.8794076,715,669
1456764825,49.75,167,133.969305,716,670
1456764825,49.80999994,167,134.0615769,717,671
1456764825,49.87999988,167,134.1563184,718,672
1456764825,49.93000007,167,134.2536298,719,673
1456764825,50,167,134.3536168,720,674
1456764825,50.05999994,167,134.4563909,721,675
1456764825,50.11999989,167,134.4563909,722,676
1456764825,50.18000007,167,134.6707785,723,677
1456764825,50.24000001,167,134.7826483,724,678
1456764825,50.29999995,167,134.8978188,725,679
1456764825,50.3599999,167,135.0164379,726,680
1456764825,50.42000008,167,135.1386623,727,681
1456764825,50.48000002,167,135.2646582,728,682
1456764826,50.53999996,167,135.3946023,729,683
1456764826,50.5999999,167,135.5286824,730,684
1456764826,50.66000009,167,135.6670985,731,684
1456764826,50.72000003,167,133.1192765,732,684
1456764826,50.77999997,167,130.5509575,733,684
1456764826,50.83999991,167,130.5509575,734,684
1456764826,50.9000001,167,125.3506253,735,685
1456764826,50.96000004,167,125.3224355,736,686
1456764826,51.01999998,167,125.3224355,737,687
1456764826,51.07999992,167,125.2932654,738,688
1456764826,51.13999987,167,125.2317729,739,689
1456764826,51.20000005,167,125.1993347,740,690
1456764826,51.25999999,167,125.1656844,741,691
1456764826,51.31999993,167,125.1307526,742,692
1456764826,51.37999988,167,125.0944649,743,693
1456764826,51.44000006,167,125.0567406,744,694
1456764826,51.5,167,125.0174927,745,695
1456764827,51.55999994,167,125.0174927,746,696
1456764827,51.61999989,167,124.9340418,747,697
1456764827,51.68000007,167,124.8896258,748,698
1456764827,51.74000001,167,124.8432584,749,699
1456764827,51.79999995,167,124.7948084,750,700
1456764827,51.8599999,167,124.744132,750,700
1456764827,51.92000008,167,124.6910724,752,702
1456764827,51.98000002,167,124.6354574,753,703
1456764827,52.03999996,167,124.5770979,754,704
1456764827,52.0999999,167,124.5406278,755,705
1456764827,52.16000009,167,124.5532392,756,706
1456764827,52.22000003,167,124.5403577,757,707
1456764827,52.27999997,167,124.5536548,758,708
1456764827,52.33999991,167,124.5400623,759,709
1456764827,52.4000001,167,124.5541243,760,710
1456764827,52.46000004,167,124.5541243,761,711
1456764828,52.51999998,167,124.5546587,762,712
1456764828,52.57999992,167,124.539381,763,713
1456764828,52.63999987,167,124.5552724,764,714
1456764828,52.70000005,167,124.5552724,765,715
1456764828,52.75999999,167,124.555984,766,716
1456764828,52.81999993,167,124.5385474,767,717
1456764828,52.87999988,167,124.5568186,768,718
1456764828,52.94000006,167,124.5380583,769,719
1456764828,53,167,124.5578104,770,720
1456764828,53.05999994,167,124.5375109,771,721
1456764828,53.11999989,167,124.5590073,772,722
1456764828,53.18000007,167,124.5590073,773,723
1456764828,53.24000001,167,124.5604786,774,724
1456764828,53.29999995,167,124.5362068,775,725
1456764828,53.3599999,167,124.5623277,776,726
1456764828,53.42000008,167,124.5354346,777,727
1456764828,53.48000002,167,124.5647158,778,728
1456764829,53.53999996,167,124.5345808,779,729
1456764829,53.5999999,167,124.5679081,780,730
1456764829,53.66000009,167,124.533669,781,731
1456764829,53.72000003,163.9423693,124.5723693,782,732
1456764829,53.77999997,161.362787,124.532787,783,733
1456764829,53.83999991,157.5989871,124.5789871,784,734
1456764829,53.9000001,157.5989871,124.5789871,785,735
1456764829,53.96000004,127,87,785,736
1456764829,54.01999998,127,87,785,737
1456764829,54.07999992,127,87,785,738
1456764829,54.13999987,127,87,785,739
1456764829,54.20000005,127,87,785,740
1456764829,54.25999999,127,87,785,741
1456764829,54.31999993,127,87,785,742
1456764829,54.37999988,127,87,785,743
1456764829,54.44000006,127,87,785,744
1456764829,54.5,127,87,785,745
1456764830,54.55999994,127,87,785,746
1456764830,54.61999989,127,87,785,747
1456764830,54.68000007,127,87,785,748
1456764830,54.74000001,127,87,785,749
1456764830,54.79999995,127,87,785,750
1456764830,54.8599999,127,87,785,751
1456764830,54.92000008,127,87,785,752
1456764830,54.98000002,127,87,785,753
1456764830,55.03999996,127,87,785,754
1456764830,55.0999999,127,87,785,755
1456764830,55.16000009,127,87,785,756
1456764830,55.22000003,127,87,785,757
1456764830,55.27999997,127,87,785,758
1456764830,55.33999991,127,87,785,759
1456764830,55.4000001,127,87,785,760
1456764830,55.46000004,127,87,785,761
1456764831,55.51999998,127,87,785,762
1456764831,55.57999992,127,87,785,763
1456764831,55.63999987,127,87,785,764
1456764831,55.70000005,127,87,785,765
1456764831,55.75999999,127,87,785,766
1456764831,55.81999993,127,87,785,766
1456764831,55.87999988,127,87,785,768
1456764831,55.94000006,127,87,785,769
1456764831,56,127,87,785,770
1456764831,56.05999994,127,87,785,771
1456764831,56.11999989,127,87,785,772
1456764831,56.18000007,127.8943322,87,785,773
1456764831,56.24000001,130.1995654,87,785,774
1456764831,56.29999995,132.5050955,87,785,775
1456764831,56.3599999,134.8111365,87,785,776
1456764831,56.42000008,137.1179025,87,785,777
1456764831,56.48000002,137.1179025,87,785,778
1456764832,56.53999996,141.7344669,87,785,779
1456764832,56.5999999,144.0446947,87,785,780
1456764832,56.66000009,144.0446947,87,785,781
1456764832,56.72000003,148.6701167,87,785,782
1456764832,56.77999997,150.9857423,87,785,783
1456764832,56.83999991,153.3035992,87,785,784
1456764832,56.9000001,155.6239042,87,785,785
1456764832,56.96000004,155.6239042,87,785,786
1456764832,57.01999998,160.2727281,87,785,787
1456764832,57.07999992,162.6016832,87,785,788
1456764832,57.13999987,167,87,785,789
1456764832,57.20000005,167,87,785,790
1456764832,57.25999999,167,87,785,791
1456764832,57.31999993,167,87,785,792
1456764832,57.37999988,167,87,785,793
1456764832,57.44000006,167,87,785,794
1456764832,57.5,167,87,785,795
1456764833,57.55999994,167,87,785,796
1456764833,57.61999989,167,87,785,797
1456764833,57.68000007,167,87,785,798
1456764833,57.74000001,167,87,785,799
1456764833,57.79999995,167,87,785,800
1456764833,57.8599999,167,87,785,801
1456764833,57.92000008,167,87,785,802
1456764833,57.98000002,167,87,785,803
1456764833,58.03999996,167,87,785,804
1456764833,58.0999999,167,87,785,805
1456764833,58.16000009,167,87,785,806
1456764833,58.22000003,167,87,785,807
1456764833,58.27999997,167,87,785,808
1456764833,58.33999991,167,87,785,809
1456764833,58.4000001,167,88.07207724,785,810
1456764833,58.46000004,167,90.53372304,785,811
1456764834,58.51999998,167,93.00380992,785,812
1456764834,58.57999992,167,95.48255348,785,813
1456764834,58.63999987,167,97.97016699,785,814
1456764834,58.70000005,167,100.466861,785,815
1456764834,58.75999999,167,100.466861,785,816
1456764834,58.81999993,167,105.4883175,785,817
1456764834,58.87999988,167,108.0134843,785,818
1456764834,58.94000006,167,110.5485395,785,819
1456764834,59,167,113.0936742,785,820
1456764834,59.05999994,167,115.6490744,785,821
1456764834,59.11999989,167,118.21492,785,822
1456764834,59.18000007,167,120.7913848,785,823
1456764834,59.24000001,167,123.3786356,785,824
1456764834,59.29999995,167,125.9768313,785,825
1456764834,59.3599999,167,128.586123,785,826
1456764834,59.42000008,167,131.2066527,785,827
1456764834,59.48000002,167,131.2066527,785,828
1456764835,59.53999996,167,136.4819453,785,829
1456764835,59.5999999,167,139.1369416,785,830
1456764835,59.66000009,167,141.8036407,785,831
1456764835,59.72000003,167,144.4821293,785,832
1456764835,59.77999997,167,147.1724809,785,833
1456764835,59.83999991,167,149.8747545,785,834
1456764835,59.9000001,167,152.5889943,785,835
1456764835,59.96000004,167,155.3152287,785,836
1456764835,60.01999998,167,158.0534692,785,837
1456764835,60.07999992,167,160.8037103,785,838
1456764835,60.13999987,167,163.5659281,786,839
1456764835,60.20000005,167,163.8887558,787,840
1456764835,60.25999999,167,164.2169231,788,841
1456764835,60.31999993,167,164.5505526,789,841
1456764835,60.37999988,167,164.5505526,790,841
1456764835,60.44000006,167,162.1059134,791,841
1456764835,60.5,167,157.1872968,792,841
1456764836,60.55999994,167,154.7128037,793,841
1456764836,60.61999989,167,152.2278464,794,841
1456764836,60.68000007,167,149.7321719,795,841
1456764836,60.74000001,167,147.2255301,796,841
1456764836,60.79999995,167,144.7076738,797,841
1456764836,60.8599999,167,142.1783601,798,841
1456764836,60.92000008,167,142.1783601,799,841
1456764836,60.98000002,167,137.0844102,800,841
1456764836,61.03999996,167,134.5193125,801,841
1456764836,61.0999999,167,131.9418353,802,841
1456764836,61.16000009,167,129.3517644,803,841
1456764836,61.22000003,167,126.7488933,804,841
1456764836,61.27999997,167,124.1330246,805,841
1456764836,61.33999991,167,121.5039705,806,841
1456764836,61.4000001,167,118.861554,807,841
1456764836,61.46000004,167,116.2056095,808,841
1456764837,61.51999998,167,113.5359845,809,841
1456764837,61.57999992,167,110.8525398,810,841
1456764837,61.63999987,167,110.8525398,811,841
1456764837,61.70000005,167,105.4437109,812,842
1456764837,61.75999999,167,105.220669,813,843
1456764837,61.81999993,167,104.993079,814,844
1456764837,61.87999988,167,104.7608039,815,845
1456764837,61.94000006,167,104.5237016,816,846
1456764837,62,167,104.2816242,817,847
1456764837,62.06999993,167,104.0344179,818,848
1456764837,62.12999988,167,103.7819229,818,849
1456764837,62.18000007,167,106.268747,818,850
1456764837,62.24000001,167,108.7684591,818,851
1456764837,62.30999994,167,111.2813719,818,852
1456764837,62.36999989,167,113.807795,818,853
1456764837,62.42000008,167,113.807795,818,854
1456764837,62.48000002,167,118.9023928,818,855
1456764838,62.54999995,167,121.4711659,818,856
1456764838,62.6099999,167,124.0546444,818,857
1456764838,62.66000009,167,126.6531117,818,858
1456764838,62.72000003,167,129.2668426,818,859
1456764838,62.78999996,167,131.8961028,818,860
1456764838,62.8499999,167,134.541147,818,861
1456764838,62.9000001,167,137.202218,818,862
1456764838,62.96000004,167,139.8795452,818,863
1456764838,63.02999997,167,142.5733433,819,864
1456764838,63.08999991,167,142.7636305,820,865
1456764838,63.1500001,167,142.9585641,821,866
1456764838,63.21000004,167,143.158314,822,867
1456764838,63.26999998,167,143.5729844,823,868
1456764838,63.32999992,167,143.5729844,824,869
1456764838,63.38999987,167,143.7882882,825,870
1456764838,63.45000005,167,143.7882882,826,871
1456764838,63.50999999,167,144.2358642,827,872
1456764839,63.56999993,167,144.4685809,828,873
1456764839,63.62999988,167,144.7075657,829,873
1456764839,63.69000006,167,142.212552,830,873
1456764839,63.75,167,139.7011864,831,873
1456764839,63.80999994,167,137.1730382,832,873
1456764839,63.86999989,167,134.6276778,833,873
1456764839,63.93000007,167,132.0646777,834,873
1456764839,63.99000001,167,132.0646777,835,873
1456764839,64.04999995,167,129.4836138,836,873
1456764839,64.1099999,167,124.2656235,836,873
1456764839,64.17000008,167,121.6278787,838,873
1456764839,64.23000002,167,118.9704367,839,873
1456764839,64.28999996,167,116.2929137,840,874
1456764839,64.3499999,167,116.1313308,841,875
1456764839,64.41000009,167,115.964827,842,876
1456764839,64.47000003,167,115.7931754,843,877
1456764840,64.52999997,167,115.7931754,844,878
1456764840,64.58999991,167,115.4334507,845,879
1456764840,64.6500001,167,115.2448491,846,880
1456764840,64.71000004,167,115.2448491,847,881
1456764840,64.76999998,167,114.848716,848,882
1456764840,65.04999995,167,114.848716,848,882
1456764840,65.1099999,167,114.6405454,849,883
1456764840,65.17000008,167,116.5197111,851,886
1456764840,65.23000002,167,119.0433172,851,887
1456764840,65.28999996,167,121.5895255,851,888
1456764840,65.3499999,167,124.1590317,851,890
1456764840,65.41000009,167,124.1590317,851,890
1456764840,65.47000003,167,126.7525369,851,891
1456764841,65.52999997,167,132.0143632,851,892
1456764841,65.58999991,167,134.6840942,851,893
1456764841,65.6500001,167,134.8369277,852,894
1456764841,65.71000004,167,134.9959439,854,896
1456764841,65.76999998,167,135.1615244,854,896
1456764841,65.82999992,167,135.1615244,855,897
