1456747321.51,167.0,127,
1456747321.57,167.0,127,
1456747321.64,167.0,127,
1456747321.67,167.0,127,
1456747321.72,167.0,87.0,
1456747321.79,167.0,87.0,
1456747321.84,167.0,87.0,
1456747321.9,167.0,87.0,
1456747321.95,167.0,87.0,
1456747322.01,167.0,87.0,
1456747322.08,167.0,87.0,
1456747322.14,167.0,87.0,
1456747322.19,167.0,87.0,
1456747322.24,167.0,87.0,
1456747322.3,167.0,87.0,
1456747322.37,167.0,87.0,
1456747322.42,167.0,88.2625074625,
1456747322.47,167.0,89.9627627147,
1456747322.52,167.0,89.9627627147,
1456747322.57,167.0,93.2846488581,
1456747322.63,167.0,94.9065218277,
1456747322.69,167.0,94.9065218277,
1456747322.75,167.0,98.0727851052,
1456747322.81,167.0,99.6174625187,
1456747322.87,167.0,99.6174625187,
1456747322.92,167.0,101.136710573,
1456747322.97,167.0,104.099602806,
1456747323.04,167.0,104.099602806,
1456747323.1,167.0,105.913557332,
1456747323.15,167.0,107.314482606,
1456747323.2,167.0,108.690729281,
1456747323.26,167.0,108.690729281,
1456747323.3,167.0,109.972690665,
1456747323.36,167.0,111.271869027,
1456747323.41,167.0,111.271869027,
1456747323.48,167.0,114.062332119,
1456747323.51,167.0,114.062332119,
1456747323.56,167.0,115.270487935,
1456747323.62,167.0,116.455141603,
1456747323.66,167.0,117.616623466,
1456747323.71,167.0,117.616623466,
1456747323.76,167.0,120.033568231,
1456747323.83,167.0,121.106178291,
1456747323.89,167.0,122.15678156,
1456747323.95,167.0,122.15678156,
1456747324.01,167.0,123.185863455,
1456747324.05,167.0,125.229518257,
1456747324.12,167.0,125.229518257,
1456747324.17,167.0,126.172624478,
1456747324.22,167.0,127.095874248,
1456747324.27,167.0,127.970568523,
1456747324.32,167.0,127.970568523,
1456747324.37,165.811417691,128.828582309,
1456747324.42,161.610644705,130.489355295,
1456747324.48,161.610644705,130.489355295,
1456747324.54,158.414293337,131.145706663,
1456747324.59,156.389447781,131.900552219,
1456747324.64,154.381706482,132.638293518,
1456747324.71,152.390392012,133.359607988,
1456747324.76,150.414922333,134.065077667,
1456747324.81,147.522081191,134.417918809,
1456747324.86,145.623437291,135.046562709,
1456747324.92,143.744272225,135.655727775,
1456747324.97,143.744272225,135.655727775,
1456747325.02,141.886373747,136.243626253,
1456747325.07,140.052832269,136.807167731,
1456747325.12,140.052832269,136.807167731,
1456747325.17,140.052832269,136.807167731,
1456747325.22,140.052832269,136.807167731,
1456747325.27,140.052832269,136.807167731,
1456747325.33,140.052832269,136.807167731,
1456747325.4,140.052832269,136.807167731,
1456747325.48,140.052832269,136.807167731,
1456747325.5,140.052832269,136.807167731,
1456747325.56,140.052832269,136.807167731,
1456747325.63,140.052832269,136.807167731,
1456747325.68,140.052832269,136.807167731,
1456747325.74,140.052832269,136.807167731,
1456747325.8,140.052832269,136.807167731,
1456747325.85,140.052832269,136.807167731,
