1456765306,0,0,0,0
1456765306,127,127,0,0
1456765306,167,127,0,0
1456765306,167,127,0,0
1456765306,167,87,6,6
1456765306,167,87,12,18
1456765306,167,87,18,36
1456765306,167,87,23,60
1456765306,167,87,28,89
1456765306,167,87,33,122
1456765306,167,87,38,161
1456765306,167,87,42,203
1456765306,167,88.24240103,46,250
1456765306,167,88.24240103,50,300
1456765306,167,89.76931319,54,354
1456765307,167,90.85237528,58,411
1456765307,167,91.41388054,62,471
1456765307,167,92.52918662,66,533
1456765307,167,92.52918662,70,598
1456765307,167,93.66045822,74,665
1456765307,167,94.28479683,79,734
1456765307,167,96.54146056,84,805
1456765307,167,97.67420214,89,878
1456765307,167,97.67420214,95,952
1456765307,167,98.30698317,102,1028
1456765307,167,100.4874329,109,1105
1456765307,167,100.4874329,117,1183
1456765307,167,100.4874329,117,1183
1456765307,167,102.5924401,164,1560
1456765308,167,106.2954824,175,1640
1456765308,167,107.2054737,187,1724
1456765308,167,108.1150101,200,1807
1456765308,167,108.9795539,214,1891
1456765308,167,109.8172624,229,1974
1456765308,167,110.6115269,245,2057
1456765308,167,111.3715799,262,2140
1456765308,167,112.0979829,280,2222
1456765308,167,113.0993058,299,2304
1456765308,167,113.7446886,319,2386
1456765308,167,113.7446886,340,2469
1456765308,167,114.9485944,362,2549
1456765308,166.2868889,115.4868889,385,2630
1456765308,164.5442468,116.2842468,409,2710
1456765308,163.7482901,116.7582901,434,2790
1456765308,162.9238036,117.2038036,459,2869
1456765308,162.0778417,117.6278417,485,2947
1456765309,161.1983999,118.0183999,512,3024
1456765309,159.2775408,118.6375408,539,3100
1456765309,158.3427833,118.9727833,567,3175
1456765309,157.3774442,119.2774442,595,3249
1456765309,156.393184,119.563184,623,3322
1456765309,156.393184,119.563184,651,3394
1456765309,153.3556596,120.3356596,679,3465
1456765309,152.3177433,120.5677433,708,3534
1456765309,151.2502583,120.7702583,736,3602
1456765309,151.2502583,120.7702583,764,3669
1456765309,149.0869875,121.1469875,792,3734
1456765309,147.9804771,121.3104771,820,3798
1456765309,145.8669885,121.7369885,847,3860
1456765309,144.7474077,121.8874077,874,3921
1456765309,144.7474077,121.8874077,900,3980
1456765309,142.4845372,122.1645372,926,4038
1456765309,141.3440623,122.2940623,952,4096
1456765310,127,127,977,4150
1456765310,127,127,1000,4201
1456765310,127,127,1022,4249
1456765310,127,127,1043,4295
1456765310,127,127,1063,4338
1456765310,127,127,1063,4338
1456765310,127,127,1099,4418
1456765310,127,127,1115,4454
1456765310,127,127,1130,4488
1456765310,127,127,1145,4520
1456765310,127,127,1159,4550
1456765310,127,127,1172,4579
1456765310,167,167,1184,4606
1456765310,167,167,1202,4631
1456765310,167,167,1225,4655
1456765310,167,167,1254,4677
1456765311,167,167,1287,4698
1456765311,167,167,1325,4718
1456765311,167,167,1367,4737
1456765311,167,167,1413,4755
1456765311,167,167,1463,4772
1456765311,167,167,1517,4788
1456765311,167,167,1574,4803
1456765311,167,167,1634,4817
1456765311,167,167,1697,4830
1456765311,167,167,1764,4843
1456765311,167,167,1832,4855
1456765311,167,167,1903,4866
1456765311,167,167,1978,4877
1456765311,167,165.3638869,2054,4887
1456765311,167,163.671394,2132,4896
1456765311,167,163.671394,2212,4905
1456765311,167,160.0752753,2293,4914
1456765312,167,158.2236288,2376,4923
1456765312,167,156.3189349,2460,4932
1456765312,167,154.3869036,2545,4942
1456765312,167,154.3869036,2630,4952
1456765312,167,150.5190817,2716,4962
1456765312,167,148.5568571,2802,4973
1456765312,167,146.619235,2888,4985
1456765312,167,146.619235,2974,4998
1456765312,167,142.8176944,3060,5012
1456765312,167,140.9537276,3146,5027
1456765312,167,139.114267,3231,5043
1456765312,167,137.3252804,3231,5043
1456765312,167,137.3252804,3399,5080
1456765312,167,133.9252398,3482,5100
1456765312,167,132.2880551,3564,5122
1456765312,167,132.2880551,3645,5145
1456765313,167,129.2178362,3725,5170
1456765313,167,127.7848751,3804,5197
1456765313,167,127.7848751,3882,5225
1456765313,167,125.1235067,3959,5255
1456765313,167,123.8951844,4034,5286
1456765313,167,122.7439323,4108,5319
1456765313,167,121.669757,4181,5354
1456765313,167,120.6727147,4252,5390
1456765313,167,119.752993,4322,5428
1456765313,167,118.9105412,4391,5468
1456765313,167,118.1454212,4458,5509
1456765313,167,118.1454212,4524,5552
1456765313,167,116.8477989,4589,5596
1456765313,167,116.2892732,4654,5643
1456765313,167,115.8081289,4715,5690
1456765313,167,115.8081289,4776,5739
1456765313,167,115.1059866,4836,5789
1456765314,167,114.8325351,4895,5841
1456765314,167,114.8325351,4953,5894
1456765314,167,114.6369508,5010,5948
1456765314,167,114.4017446,5066,6003
1456765314,167,114.3622317,5121,6059
1456765314,167,114.3748522,5175,6116
1456765314,167,114.4396612,5228,6174
1456765314,167,114.556714,5280,6233
1456765314,167,114.7260663,5331,6293
1456765314,167,114.947774,5382,6354
1456765314,167,114.947774,5432,6416
1456765314,167,115.4960351,5481,6478
1456765314,167,115.8229018,5530,6541
1456765314,167,115.8229018,5578,6604
1456765314,167,116.5558514,5626,6668
1456765314,167,116.9620002,5674,6732
1456765314,167,117.3685774,5722,6798
1456765315,167,117.8275914,5769,6863
1456765315,167,117.8275914,5816,6928
1456765315,167,118.747453,5864,6995
1456765315,167,119.2339814,5864,6995
1456765315,167,119.7211936,5958,7127
1456765315,167,119.7211936,6005,7193
1456765315,167,120.6972084,6052,7259
1456765315,167,121.186015,6099,7325
1456765315,167,121.186015,6146,7391
1456765315,167,121.6753572,6193,7457
