1460713090.18 , 147 , 127
1460713090.2 , 167 , 127
1460713090.29 , 147 , 127
1460713090.38 , 127 , 127
1460713090.47 , 127 , 127
1460713090.56 , 127 , 127
1460713090.65 , 127 , 127
1460713090.74 , 127 , 127
1460713090.83 , 127 , 127
1460713090.92 , 127 , 127
1460713091.01 , 127 , 127
1460713091.1 , 127 , 127
1460713091.19 , 127 , 127
1460713091.28 , 127 , 127
1460713091.37 , 127 , 127
1460713091.46 , 127 , 127
1460713091.55 , 127 , 127
1460713091.64 , 127 , 127
1460713091.73 , 127 , 127
1460713091.82 , 127 , 127
1460713091.91 , 127 , 127
1460713092.0 , 127 , 127
1460713092.09 , 127 , 127
1460713092.18 , 127 , 127
1460713092.27 , 127 , 127
1460713092.36 , 127 , 127
1460713092.45 , 127 , 127
1460713092.54 , 127 , 127
1460713092.63 , 127 , 127
1460713092.72 , 127 , 127
1460713092.81 , 127 , 127
1460713092.9 , 127 , 127
1460713092.99 , 127 , 127
1460713093.08 , 127 , 127
1460713093.17 , 127 , 127
1460713093.26 , 127 , 127
1460713093.35 , 127 , 127
1460713093.44 , 127 , 127
1460713093.53 , 127 , 127
1460713093.62 , 127 , 127
1460713093.71 , 127 , 127
1460713093.8 , 127 , 127
1460713093.89 , 127 , 127
1460713093.99 , 127 , 127
1460713094.08 , 127 , 127
1460713094.17 , 127 , 127
1460713094.26 , 127 , 127
1460713094.35 , 127 , 127
1460713094.44 , 127 , 127
1460713094.53 , 127 , 127
1460713094.62 , 127 , 127
1460713094.71 , 127 , 127
1460713094.8 , 127 , 127
1460713094.89 , 127 , 127
1460713094.98 , 127 , 127
1460713095.07 , 127 , 127
1460713095.16 , 127 , 127
1460713095.25 , 127 , 127
1460713095.34 , 127 , 127
1460713095.43 , 127 , 127
1460713095.52 , 127 , 127
1460713095.61 , 127 , 127
1460713095.7 , 127 , 127
1460713095.79 , 127 , 127
1460713095.88 , 127 , 127
1460713095.97 , 127 , 127
1460713096.06 , 127 , 127
1460713096.15 , 127 , 127
1460713096.24 , 127 , 127
1460713096.33 , 127 , 127
1460713096.42 , 127 , 127
1460713096.51 , 127 , 127
1460713096.6 , 127 , 127
1460713096.69 , 127 , 127
1460713096.78 , 127 , 127
1460713096.87 , 127 , 127
1460713096.96 , 127 , 127
1460713097.05 , 127 , 127
1460713097.14 , 127 , 127
1460713097.23 , 127 , 127
1460713097.32 , 127 , 127
1460713097.41 , 127 , 127
1460713097.5 , 127 , 127
1460713097.59 , 127 , 127
1460713097.68 , 127 , 127
1460713097.77 , 127 , 127
1460713097.86 , 127 , 127
1460713097.95 , 127 , 127
1460713098.04 , 127 , 127
1460713098.13 , 127 , 127
1460713098.22 , 127 , 127
1460713098.31 , 127 , 127
1460713098.4 , 127 , 127
1460713098.49 , 127 , 127
1460713098.58 , 127 , 127
1460713098.67 , 127 , 127
1460713098.76 , 127 , 127
1460713098.85 , 127 , 127
1460713098.94 , 127 , 127
1460713099.03 , 127 , 127
1460713099.12 , 127 , 127
1460713099.21 , 127 , 127
1460713099.3 , 127 , 127
1460713099.39 , 127 , 127
1460713099.48 , 127 , 127
1460713099.57 , 127 , 127
1460713099.66 , 127 , 127
1460713099.76 , 127 , 127
1460713099.84 , 127 , 127
1460713099.93 , 127 , 127
1460713100.02 , 127 , 127
1460713100.11 , 127 , 127
1460713100.2 , 127 , 127
1460713100.29 , 127 , 127
1460713100.38 , 127 , 127
1460713100.47 , 127 , 127
1460713100.56 , 127 , 127
1460713100.65 , 127 , 127
1460713100.74 , 127 , 127
1460713100.83 , 127 , 127
1460713100.92 , 127 , 127
1460713101.01 , 127 , 127
1460713101.1 , 127 , 127
1460713101.19 , 127 , 127
1460713101.28 , 127 , 127
1460713101.37 , 127 , 127
1460713101.46 , 127 , 127
1460713101.56 , 127 , 127
1460713101.64 , 127 , 127
1460713101.74 , 127 , 127
1460713101.83 , 127 , 127
1460713101.92 , 127 , 127
1460713102.01 , 127 , 127
1460713102.1 , 127 , 127
1460713102.19 , 127 , 127
1460713102.28 , 127 , 127
1460713102.37 , 127 , 127
1460713102.45 , 127 , 127
1460713102.55 , 127 , 127
1460713102.63 , 127 , 127
1460713102.73 , 127 , 127
1460713102.82 , 127 , 127
1460713102.91 , 127 , 127
1460713103.0 , 127 , 127
1460713103.09 , 127 , 127
1460713103.18 , 127 , 127
1460713103.27 , 127 , 127
1460713103.36 , 127 , 127
1460713103.45 , 127 , 127
1460713103.54 , 127 , 127
1460713103.63 , 127 , 127
1460713103.72 , 127 , 127
1460713103.81 , 127 , 127
1460713103.9 , 127 , 127
1460713103.99 , 127 , 127
1460713104.08 , 127 , 127
1460713104.17 , 127 , 127
1460713104.26 , 127 , 127
1460713104.35 , 127 , 127
1460713104.44 , 127 , 127
1460713104.53 , 127 , 127
1460713104.62 , 127 , 127
1460713104.71 , 127 , 127
1460713104.8 , 127 , 127
1460713104.89 , 127 , 127
1460713104.98 , 127 , 127
1460713105.07 , 127 , 127
1460713105.16 , 127 , 127
1460713105.26 , 127 , 127
1460713105.34 , 127 , 127
1460713105.43 , 127 , 127
1460713105.52 , 127 , 127
1460713105.62 , 127 , 127
1460713105.7 , 127 , 127
1460713105.79 , 127 , 127
1460713105.88 , 127 , 127
1460713105.98 , 127 , 127
1460713106.07 , 127 , 127
1460713106.15 , 127 , 127
1460713106.25 , 127 , 127
1460713106.34 , 127 , 127
1460713106.43 , 127 , 127
1460713106.52 , 127 , 127
1460713106.61 , 127 , 127
1460713106.7 , 127 , 127
1460713106.79 , 127 , 127
1460713106.88 , 127 , 127
1460713106.97 , 127 , 127
1460713107.06 , 127 , 127
1460713107.15 , 127 , 127
1460713107.24 , 127 , 127
1460713107.33 , 127 , 127
1460713107.42 , 127 , 127
1460713107.51 , 127 , 127
1460713107.6 , 127 , 127
1460713107.69 , 127 , 127
1460713107.78 , 127 , 127
1460713107.87 , 127 , 127
1460713107.96 , 127 , 127
1460713108.05 , 127 , 127
1460713108.14 , 127 , 127
1460713108.23 , 127 , 127
1460713108.32 , 127 , 127
1460713108.41 , 127 , 127
1460713108.5 , 127 , 127
1460713108.59 , 127 , 127
1460713108.68 , 127 , 127
1460713108.78 , 127 , 127
1460713108.86 , 127 , 127
1460713108.95 , 127 , 127
1460713109.04 , 127 , 127
1460713109.13 , 127 , 127
1460713109.22 , 127 , 127
1460713109.31 , 127 , 127
1460713109.4 , 127 , 127
1460713109.49 , 127 , 127
1460713109.58 , 127 , 127
1460713109.68 , 127 , 127
1460713109.76 , 127 , 127
1460713109.86 , 127 , 127
1460713109.94 , 127 , 127
1460713110.04 , 127 , 127
